Post_ID,Timestamp,Platform,Content_Type,Category,Likes,Comments,Shares,Views,Saves,Follower_Count,Engagement_Rate,Hour_of_Day,Day_of_Week,Hashtag_Count,Content_Length,Sentiment,Influencer_Tier,Has_Media,Is_Verified,Year,Month,Month_Name,Quarter,Week,Total_Interactions,Virality_Score,Save_Rate,View_to_Engagement,Performance_Tier,Content_Score,Time_Bucket
POST_01599,2025-03-20 05:03:00,Instagram,Reel,Sports,789,93,93,46066,51,455438,0.21,5,Thursday,11,570,Positive,Macro,True,True,2025,3,March,1,12,1026,0.2753,0.1107,2.2272,Low,0.1998,Late Night
POST_04380,2025-03-20 09:36:00,Facebook,Live,Entertainment,2308,143,622,46620,56,260871,1.18,9,Thursday,12,180,Neutral,Macro,True,False,2025,3,March,1,12,3129,1.7097,0.1201,6.7117,Average,1.0209,Morning
POST_02353,2025-03-20 10:00:00,Facebook,Post,Entertainment,5195,91,702,74902,708,12481,47.98,10,Thursday,26,933,Positive,Micro,True,False,2025,3,March,1,12,6696,59.9503,0.9452,8.9397,Viral,37.4606,Morning
POST_04623,2025-03-20 11:09:00,Instagram,Photo,Gaming,1994,374,209,3883,953,442080,0.58,11,Thursday,23,1970,Positive,Macro,True,True,2025,3,March,1,12,3530,0.7621,24.5429,90.9091,Low,7.8235,Morning
POST_04426,2025-03-20 12:01:00,Twitter,Retweet,Entertainment,1364,84,1462,13304,373,28998,10.04,12,Thursday,15,1082,Neutral,Micro,False,False,2025,3,March,1,12,3283,20.4076,2.8037,24.6768,Viral,10.9794,Morning
POST_02455,2025-03-20 13:59:00,Facebook,Story,Lifestyle,2029,55,644,78103,511,52132,5.23,13,Thursday,19,506,Positive,Mid-tier,True,False,2025,3,March,1,12,3239,7.8089,0.6543,4.1471,Good,4.631,Afternoon
POST_03564,2025-03-20 17:01:00,Twitter,Retweet,Gaming,102,266,1257,13281,277,191539,0.85,17,Thursday,7,463,Positive,Macro,True,False,2025,3,March,1,12,1902,2.2998,2.0857,14.3212,Low,1.6556,Afternoon
POST_03030,2025-03-20 18:14:00,Facebook,Post,Food,136,347,941,29762,356,434779,0.33,18,Thursday,1,1581,Positive,Macro,True,False,2025,3,March,1,12,1780,0.8402,1.1962,5.9808,Low,0.7429,Evening
POST_01754,2025-03-20 20:27:00,Instagram,Photo,Education,1130,244,258,37721,210,335406,0.49,20,Thursday,13,338,Positive,Macro,True,False,2025,3,March,1,12,1842,0.7132,0.5567,4.8832,Low,0.577,Evening
POST_03535,2025-03-20 20:27:00,Instagram,Story,Travel,6437,335,139,11791,528,11520,59.99,20,Thursday,21,1064,Negative,Micro,True,False,2025,3,March,1,12,7439,65.3068,4.478,63.0905,Viral,44.9314,Evening
POST_01143,2025-03-20 20:50:00,LinkedIn,Document,Technology,493,81,497,9462,253,367374,0.29,20,Thursday,21,993,Positive,Macro,True,True,2025,3,March,1,12,1324,0.5841,2.6739,13.9928,Low,1.0934,Evening
POST_00300,2025-03-21 05:46:00,Instagram,Carousel,Business,9520,470,278,21826,511,291128,3.53,5,Friday,4,869,Positive,Macro,True,False,2025,3,March,1,12,10779,3.8794,2.3412,49.3861,Good,3.2782,Late Night
POST_02995,2025-03-21 08:21:00,Instagram,Story,Lifestyle,2417,169,209,17131,441,97991,2.85,8,Friday,20,226,Negative,Mid-tier,True,False,2025,3,March,1,12,3236,3.4513,2.5743,18.8897,Average,2.9477,Morning
POST_03355,2025-03-21 13:20:00,Instagram,Story,Health,9705,202,288,29736,378,305946,3.33,13,Friday,22,1024,Positive,Macro,True,False,2025,3,March,1,12,10573,3.5866,1.2712,35.5562,Good,2.7893,Afternoon
POST_02781,2025-03-21 22:58:00,Instagram,Photo,Travel,7495,468,190,25993,187,351332,2.32,22,Friday,16,866,Neutral,Macro,True,False,2025,3,March,1,12,8340,2.562,0.7194,32.0856,Average,1.9124,Night
POST_00629,2025-03-22 00:29:00,Instagram,Photo,Travel,1175,378,283,8475,815,145421,1.26,0,Saturday,0,1535,Neutral,Macro,False,False,2025,3,March,1,12,2651,1.9117,9.6165,31.2802,Average,3.9625,Late Night
POST_03010,2025-03-22 04:13:00,Instagram,Carousel,Lifestyle,9679,298,36,16033,401,151362,6.62,4,Saturday,6,1561,Neutral,Macro,True,False,2025,3,March,1,12,10414,6.8597,2.5011,64.9535,Viral,5.4562,Late Night
POST_03483,2025-03-22 05:20:00,Twitter,Poll,Technology,3977,282,355,97589,418,473988,0.97,5,Saturday,19,1601,Positive,Macro,True,False,2025,3,March,1,12,5032,1.1827,0.4283,5.1563,Low,0.8713,Late Night
POST_03172,2025-03-22 08:40:00,Twitter,Poll,Sports,2062,135,503,38260,491,400096,0.67,8,Saturday,17,981,Neutral,Macro,True,True,2025,3,March,1,12,3191,0.96,1.2833,8.3403,Low,0.941,Morning
POST_04861,2025-03-22 12:18:00,Facebook,Story,Business,3389,197,770,20846,482,456240,0.95,12,Saturday,18,680,Negative,Macro,True,True,2025,3,March,1,12,4838,1.3355,2.3122,23.2083,Low,1.4743,Morning
POST_00638,2025-03-22 18:25:00,Instagram,Photo,Education,2465,130,214,31919,693,406223,0.69,18,Saturday,16,1841,Positive,Macro,True,True,2025,3,March,1,12,3502,0.8289,2.1711,10.9715,Low,1.176,Evening
POST_00725,2025-03-23 02:58:00,Facebook,Live,Business,3697,201,559,69158,99,101398,4.4,2,Sunday,12,46,Positive,Macro,True,False,2025,3,March,1,12,4556,5.6963,0.1432,6.5878,Good,3.5118,Late Night
POST_00637,2025-03-23 03:15:00,Facebook,Post,Travel,2957,216,749,47412,22,7180,54.62,3,Sunday,0,1019,Neutral,Nano,True,False,2025,3,March,1,12,3944,78.4849,0.0464,8.3186,Viral,45.4074,Late Night
POST_04895,2025-03-23 07:06:00,Twitter,Poll,Technology,3729,261,499,70986,218,499512,0.9,7,Sunday,29,1337,Positive,Macro,True,False,2025,3,March,1,12,4707,1.1507,0.3071,6.6309,Low,0.7973,Morning
POST_01162,2025-03-23 07:53:00,Instagram,Reel,Travel,5156,345,299,42740,733,342024,1.7,7,Sunday,29,152,Positive,Macro,True,False,2025,3,March,1,12,6533,1.9715,1.715,15.2854,Average,1.786,Morning
POST_04863,2025-03-23 20:18:00,Instagram,Photo,Entertainment,461,450,151,42807,408,147967,0.72,20,Sunday,26,567,Neutral,Macro,False,False,2025,3,March,1,12,1470,1.2259,0.9531,3.434,Low,0.9417,Evening
POST_01413,2025-03-23 23:54:00,Twitter,Tweet,Food,3667,120,739,84611,182,259189,1.75,23,Sunday,23,80,Positive,Macro,True,False,2025,3,March,1,12,4708,2.3627,0.2151,5.5643,Average,1.4733,Night
POST_00798,2025-03-24 01:08:00,Facebook,Post,Education,5932,18,518,28093,37,477218,1.36,1,Monday,19,1433,Positive,Macro,True,True,2025,3,March,1,13,6505,1.5762,0.1317,23.1552,Average,1.0564,Late Night
POST_04095,2025-03-24 04:30:00,Twitter,Retweet,Health,4779,132,1654,14696,226,146375,4.49,4,Monday,22,1565,Positive,Macro,True,False,2025,3,March,1,13,6791,6.8351,1.5378,46.2099,Good,4.3079,Late Night
POST_01217,2025-03-24 09:53:00,Instagram,Carousel,Business,5388,278,148,16191,865,81199,7.16,9,Monday,8,1854,Positive,Mid-tier,True,False,2025,3,March,1,13,6679,7.867,5.3425,41.2513,Viral,6.8268,Morning
POST_02000,2025-03-24 12:25:00,Twitter,Tweet,Technology,4611,4,700,42232,372,235915,2.25,12,Monday,19,1206,Neutral,Macro,True,True,2025,3,March,1,13,5687,2.848,0.8808,13.4661,Average,2.0186,Morning
POST_00674,2025-03-24 14:33:00,Facebook,Video,Education,7990,28,181,53598,436,216973,3.78,14,Monday,3,386,Negative,Macro,True,False,2025,3,March,1,13,8635,3.9585,0.8135,16.1107,Good,2.9436,Afternoon
POST_03636,2025-03-24 14:53:00,Facebook,Story,Technology,6530,386,563,44797,716,318814,2.35,14,Monday,0,691,Positive,Macro,True,False,2025,3,March,1,13,8195,2.8201,1.5983,18.2936,Average,2.2655,Afternoon
POST_02329,2025-03-24 23:00:00,Facebook,Story,Entertainment,1569,364,862,18786,664,154626,1.81,23,Monday,14,1720,Negative,Macro,True,True,2025,3,March,1,13,3459,3.1579,3.5345,18.4126,Average,2.7317,Night
POST_01583,2025-03-24 23:26:00,Facebook,Story,Health,1637,97,820,57105,333,309501,0.83,23,Monday,16,1944,Positive,Macro,True,False,2025,3,March,1,13,2887,1.3864,0.5831,5.0556,Low,0.9228,Night
POST_01250,2025-03-24 23:44:00,Facebook,Live,Sports,3903,50,321,27632,554,118158,3.62,23,Monday,26,292,Positive,Macro,True,False,2025,3,March,1,13,4828,4.2028,2.0049,17.4725,Good,3.3103,Night
POST_02967,2025-03-25 07:59:00,LinkedIn,Post,Health,358,111,353,29077,16,274745,0.3,7,Tuesday,25,1289,Negative,Macro,True,False,2025,3,March,1,13,838,0.5966,0.055,2.882,Low,0.3155,Morning
POST_04021,2025-03-25 14:54:00,Twitter,Retweet,Fitness,2816,116,812,62146,250,18128,20.65,14,Tuesday,17,1982,Neutral,Micro,True,False,2025,3,March,1,13,3994,30.2499,0.4023,6.4268,Viral,17.4557,Afternoon
POST_02368,2025-03-25 23:12:00,Facebook,Story,Food,4506,318,541,28282,401,143563,3.74,23,Tuesday,19,1134,Positive,Macro,True,False,2025,3,March,1,13,5766,4.7122,1.4179,20.3875,Good,3.335,Night
POST_03486,2025-03-26 01:12:00,Facebook,Story,Sports,2091,58,407,64629,206,43617,5.86,1,Wednesday,2,1589,Neutral,Micro,True,False,2025,3,March,1,13,2762,7.8591,0.3187,4.2736,Good,4.7973,Late Night
POST_00656,2025-03-26 02:30:00,Instagram,Reel,Fashion,3072,29,147,34815,96,341484,0.95,2,Wednesday,11,151,Neutral,Macro,True,True,2025,3,March,1,13,3344,1.0457,0.2757,9.6051,Low,0.7764,Late Night
POST_01374,2025-03-26 11:46:00,Facebook,Live,Education,4654,175,978,32215,222,374917,1.55,11,Wednesday,11,60,Neutral,Macro,True,False,2025,3,March,1,13,6029,2.1173,0.6891,18.7149,Average,1.4619,Morning
POST_00862,2025-03-26 13:30:00,Facebook,Video,Lifestyle,6871,80,394,41025,575,238704,3.08,13,Wednesday,22,580,Neutral,Macro,True,True,2025,3,March,1,13,7920,3.4406,1.4016,19.3053,Good,2.6847,Afternoon
POST_01621,2025-03-26 14:16:00,Facebook,Live,Fashion,890,296,645,26375,399,328217,0.56,14,Wednesday,18,311,Neutral,Macro,True,False,2025,3,March,1,13,2230,1.0411,1.5128,8.455,Low,0.9902,Afternoon
POST_03717,2025-03-26 22:59:00,Twitter,Tweet,Education,3564,180,512,13740,274,417789,1.02,22,Wednesday,21,1684,Positive,Macro,True,False,2025,3,March,1,13,4530,1.3069,1.9942,32.9694,Average,1.3983,Night
POST_03108,2025-03-27 08:23:00,Instagram,Photo,Lifestyle,8067,260,142,13785,402,427102,1.98,8,Thursday,14,1204,Positive,Macro,True,False,2025,3,March,1,13,8871,2.1103,2.9162,64.3526,Average,2.3,Morning
POST_04791,2025-03-27 11:32:00,Instagram,Carousel,Food,4986,382,72,45416,347,222293,2.45,11,Thursday,8,1179,Positive,Macro,True,False,2025,3,March,1,13,5787,2.6838,0.764,12.7422,Average,2.0143,Morning
POST_02714,2025-03-27 21:07:00,Twitter,Tweet,Business,384,284,1363,89715,243,180432,1.13,21,Thursday,3,1446,Positive,Macro,True,False,2025,3,March,1,13,2274,2.7938,0.2709,2.5347,Average,1.3714,Night
POST_03888,2025-03-28 01:19:00,Facebook,Video,Technology,2903,134,201,11074,427,8402,38.54,1,Friday,25,517,Positive,Nano,True,True,2025,3,March,1,13,3665,44.9125,3.8559,33.0955,Viral,30.0465,Late Night
POST_03995,2025-03-28 07:16:00,Facebook,Story,Entertainment,1215,342,891,39677,305,282252,0.87,7,Friday,5,1622,Neutral,Macro,True,True,2025,3,March,1,13,2753,1.6198,0.7687,6.9385,Low,1.0645,Morning
POST_04619,2025-03-28 07:20:00,Twitter,Tweet,Fashion,1130,268,720,76069,337,239038,0.89,7,Friday,5,541,Neutral,Macro,True,True,2025,3,March,1,13,2455,1.6006,0.443,3.2273,Low,0.9691,Morning
POST_03122,2025-03-28 10:44:00,Instagram,Photo,Technology,8258,307,63,26142,77,269879,3.2,10,Friday,18,1943,Positive,Macro,True,False,2025,3,March,1,13,8705,3.3574,0.2945,33.2989,Good,2.3756,Morning
POST_03205,2025-03-28 19:33:00,LinkedIn,Post,Travel,1325,66,461,29902,60,462782,0.4,19,Friday,29,1922,Positive,Macro,True,False,2025,3,March,1,13,1912,0.6137,0.2007,6.3942,Low,0.4043,Evening
POST_00657,2025-03-28 20:19:00,Twitter,Retweet,Fashion,4038,110,1451,35136,270,180838,3.1,20,Friday,17,1442,Neutral,Macro,True,False,2025,3,March,1,13,5869,4.7617,0.7684,16.7037,Good,2.899,Evening
POST_00214,2025-03-28 21:13:00,Instagram,Story,Gaming,9443,440,27,7053,767,128760,7.7,21,Friday,18,1958,Negative,Macro,True,False,2025,3,March,1,13,10677,8.0801,10.8748,151.3824,Viral,8.7665,Night
POST_02906,2025-03-28 22:16:00,Instagram,Reel,Sports,4784,50,195,7005,730,28140,17.87,22,Friday,13,184,Neutral,Micro,True,False,2025,3,March,1,13,5759,19.4343,10.4211,82.2127,Viral,16.1046,Night
POST_01934,2025-03-29 07:58:00,Facebook,Video,Education,2578,179,804,10734,222,396528,0.9,7,Saturday,28,139,Positive,Macro,True,False,2025,3,March,1,13,3783,1.3487,2.0682,35.2432,Low,1.3851,Morning
POST_03145,2025-03-29 09:10:00,Twitter,Retweet,Technology,3622,93,655,7500,224,297055,1.47,9,Saturday,28,1395,Positive,Macro,True,True,2025,3,March,1,13,4594,1.9434,2.9867,61.2533,Average,2.067,Morning
POST_00355,2025-03-29 09:55:00,Instagram,Story,Education,3655,489,73,44977,512,96779,4.36,9,Saturday,7,410,Neutral,Mid-tier,True,False,2025,3,March,1,13,4729,5.0134,1.1384,10.5143,Good,3.5895,Morning
POST_01667,2025-03-29 10:17:00,Instagram,Photo,Fashion,5861,432,193,25472,225,135819,4.78,10,Saturday,22,1179,Negative,Macro,True,False,2025,3,March,1,13,6711,5.3777,0.8833,26.3466,Good,3.7903,Morning
POST_02425,2025-03-29 11:57:00,Twitter,Thread,Education,3378,293,1182,53123,137,150502,3.22,11,Saturday,3,1540,Positive,Macro,True,False,2025,3,March,1,13,4990,4.9899,0.2579,9.3933,Good,2.8623,Morning
POST_00611,2025-03-29 21:27:00,Instagram,Carousel,Fashion,1474,32,221,905,623,467363,0.37,21,Saturday,10,260,Positive,Macro,True,True,2025,3,March,1,13,2350,0.4709,68.8398,259.6685,Low,20.9412,Night
POST_03752,2025-03-29 23:17:00,YouTube,Video,Entertainment,10384,557,1453,63977,809,242618,5.11,23,Saturday,0,413,Positive,Macro,True,True,2025,3,March,1,13,13203,6.5358,1.2645,20.6371,Good,4.3841,Night
POST_02724,2025-03-30 01:08:00,Facebook,Post,Education,5651,179,119,6418,479,427950,1.39,1,Sunday,8,1103,Positive,Macro,True,False,2025,3,March,1,13,6428,1.4876,7.4634,100.1558,Average,3.2413,Late Night
POST_00804,2025-03-30 02:36:00,Facebook,Post,Education,3207,38,420,11596,316,455581,0.8,2,Sunday,7,378,Neutral,Macro,True,False,2025,3,March,1,13,3981,0.9972,2.7251,34.3308,Low,1.4367,Late Night
POST_00561,2025-03-30 02:57:00,LinkedIn,Article,Lifestyle,731,119,357,2007,264,249759,0.48,2,Sunday,11,1330,Positive,Macro,True,True,2025,3,March,1,13,1471,0.8168,13.154,73.2935,Low,4.3832,Late Night
POST_00789,2025-03-30 11:28:00,Facebook,Story,Lifestyle,3607,191,162,52669,253,338186,1.17,11,Sunday,13,324,Positive,Macro,True,False,2025,3,March,1,13,4213,1.3232,0.4804,7.999,Average,1.0091,Morning
POST_01856,2025-03-30 18:28:00,Twitter,Tweet,Business,115,108,636,66126,170,399803,0.21,18,Sunday,22,322,Neutral,Macro,True,True,2025,3,March,1,13,1029,0.56,0.2571,1.5561,Low,0.3291,Evening
POST_00710,2025-03-30 19:18:00,LinkedIn,Article,Education,731,56,175,19362,260,489241,0.2,19,Sunday,24,387,Positive,Macro,True,False,2025,3,March,1,13,1222,0.2796,1.3428,6.3113,Low,0.5667,Evening
POST_04719,2025-03-30 20:44:00,Twitter,Retweet,Fitness,3274,283,362,52575,433,185105,2.12,20,Sunday,22,1108,Neutral,Macro,True,False,2025,3,March,1,13,4352,2.6612,0.8236,8.2777,Average,1.8934,Evening
POST_03144,2025-03-30 23:26:00,Facebook,Post,Gaming,6130,38,954,76627,495,228624,3.12,23,Sunday,15,344,Positive,Macro,True,False,2025,3,March,1,13,7617,3.9663,0.646,9.9404,Good,2.6317,Night
POST_04155,2025-03-30 23:56:00,Twitter,Thread,Education,807,86,121,42163,150,445626,0.23,23,Sunday,4,247,Neutral,Macro,False,False,2025,3,March,1,13,1164,0.3011,0.3558,2.7607,Low,0.2891,Night
POST_04403,2025-03-31 04:36:00,Instagram,Carousel,Entertainment,9447,447,215,44139,408,33577,30.11,4,Monday,15,454,Positive,Micro,True,True,2025,3,March,1,14,10517,32.7179,0.9244,23.827,Viral,22.1367,Late Night
POST_02293,2025-03-31 04:44:00,Instagram,Carousel,Entertainment,9077,144,215,38834,27,274215,3.44,4,Monday,12,1778,Positive,Macro,True,True,2025,3,March,1,14,9463,3.6504,0.0695,24.3678,Good,2.492,Late Night
POST_02767,2025-03-31 05:19:00,Facebook,Story,Gaming,1141,140,112,15670,151,162665,0.86,5,Monday,9,1392,Positive,Macro,True,True,2025,3,March,1,14,1544,1.0801,0.9636,9.8532,Low,0.9571,Late Night
POST_04371,2025-03-31 11:00:00,Instagram,Carousel,Food,5182,413,59,31093,865,30295,18.66,11,Monday,3,1947,Positive,Micro,True,False,2025,3,March,1,14,6519,20.4152,2.782,20.9661,Viral,14.4232,Morning
POST_02273,2025-03-31 11:47:00,Facebook,Video,Business,1921,113,620,47406,789,178512,1.49,11,Monday,27,508,Positive,Macro,True,False,2025,3,March,1,14,3443,2.2447,1.6643,7.2628,Average,1.7687,Morning
POST_01620,2025-04-01 01:16:00,LinkedIn,Post,Business,141,93,252,20477,55,215665,0.23,1,Tuesday,1,1062,Neutral,Macro,True,True,2025,4,April,2,14,541,0.5022,0.2686,2.642,Low,0.3232,Late Night
POST_03712,2025-04-01 02:23:00,LinkedIn,Post,Entertainment,1027,58,5,1759,177,27838,3.92,2,Tuesday,8,1358,Neutral,Micro,True,False,2025,4,April,2,14,1267,4.1596,10.0625,72.0296,Good,5.8346,Late Night
POST_04288,2025-04-01 03:30:00,Facebook,Post,Food,488,189,682,58770,416,374697,0.36,3,Tuesday,1,1465,Positive,Macro,True,False,2025,4,April,2,14,1775,0.7772,0.7078,3.0202,Low,0.5895,Late Night
POST_01514,2025-04-01 04:02:00,Instagram,Reel,Business,3853,234,266,23291,119,329356,1.32,4,Tuesday,25,427,Neutral,Macro,True,False,2025,4,April,2,14,4472,1.5542,0.5109,19.2005,Average,1.1475,Late Night
POST_02609,2025-04-01 09:40:00,LinkedIn,Document,Entertainment,1961,49,439,22659,89,388377,0.63,9,Tuesday,1,382,Neutral,Macro,True,False,2025,4,April,2,14,2538,0.8693,0.3928,11.2008,Low,0.6306,Morning
POST_02037,2025-04-01 11:49:00,Instagram,Reel,Sports,9486,396,65,28877,805,492694,2.02,11,Tuesday,10,395,Neutral,Macro,True,True,2025,4,April,2,14,10752,2.1257,2.7877,37.2338,Average,2.282,Morning
POST_04954,2025-04-01 13:38:00,LinkedIn,Document,Sports,901,8,260,20305,93,141478,0.83,13,Tuesday,0,822,Negative,Macro,True,False,2025,4,April,2,14,1262,1.1995,0.458,6.2152,Low,0.8292,Afternoon
POST_03675,2025-04-01 20:13:00,Facebook,Post,Gaming,4953,325,631,69934,279,413148,1.43,20,Tuesday,8,1349,Negative,Macro,True,False,2025,4,April,2,14,6188,1.8144,0.3989,8.8483,Average,1.236,Evening
POST_02262,2025-04-02 02:24:00,Facebook,Video,Education,2892,87,288,27725,139,30172,10.83,2,Wednesday,7,233,Positive,Micro,True,False,2025,4,April,2,14,3406,13.0249,0.5014,12.2849,Viral,8.3899,Late Night
POST_02778,2025-04-02 06:13:00,Instagram,Photo,Fashion,277,294,294,32029,202,70442,1.23,6,Wednesday,14,1026,Negative,Mid-tier,True,False,2025,4,April,2,14,1067,2.48,0.6307,3.3314,Average,1.4252,Late Night
POST_01007,2025-04-02 16:45:00,LinkedIn,Post,Fitness,958,16,112,7515,205,273870,0.4,16,Wednesday,0,85,Positive,Macro,True,False,2025,4,April,2,14,1291,0.4842,2.7279,17.179,Low,1.1236,Afternoon
POST_04677,2025-04-02 23:50:00,Instagram,Story,Fashion,5287,346,280,48095,884,453745,1.3,23,Wednesday,14,656,Positive,Macro,True,True,2025,4,April,2,14,6797,1.5028,1.838,14.1324,Average,1.5222,Night
POST_00320,2025-04-03 00:05:00,Twitter,Thread,Lifestyle,3023,188,880,55933,268,53106,7.7,0,Thursday,14,290,Neutral,Mid-tier,True,False,2025,4,April,2,14,4359,11.3714,0.4791,7.7933,Viral,6.6352,Late Night
POST_02433,2025-04-03 12:00:00,YouTube,Video,Fitness,16450,116,1648,184097,2614,433030,4.21,12,Thursday,12,190,Neutral,Macro,True,False,2025,4,April,2,14,20828,4.9941,1.4199,11.3136,Good,3.6082,Morning
POST_03746,2025-04-04 04:55:00,Instagram,Carousel,Fashion,4494,409,8,13311,861,406981,1.21,4,Friday,21,356,Positive,Macro,True,False,2025,4,April,2,14,5772,1.3111,6.4683,43.3626,Average,2.8178,Late Night
POST_01636,2025-04-04 05:10:00,Instagram,Carousel,Fitness,495,6,237,15937,481,367316,0.2,5,Friday,9,1262,Negative,Macro,True,False,2025,4,April,2,14,1219,0.3316,3.0181,7.6489,Low,1.0849,Late Night
POST_04476,2025-04-04 05:43:00,Facebook,Video,Lifestyle,5046,212,509,31502,322,466927,1.24,5,Friday,17,478,Neutral,Macro,True,False,2025,4,April,2,14,6089,1.4985,1.0222,19.3289,Average,1.2522,Late Night
POST_00737,2025-04-04 19:00:00,Twitter,Tweet,Lifestyle,197,57,1618,82165,210,35857,5.22,19,Friday,6,251,Positive,Micro,False,False,2025,4,April,2,14,2082,14.404,0.2556,2.5339,Good,6.4859,Evening
POST_04179,2025-04-04 20:12:00,Twitter,Thread,Technology,2432,283,1431,22487,110,5442,76.19,20,Friday,13,1576,Positive,Nano,True,False,2025,4,April,2,14,4256,133.9519,0.4892,18.9265,Viral,70.8083,Evening
POST_03604,2025-04-04 22:27:00,Twitter,Thread,Health,1358,26,1946,73173,357,316501,1.05,22,Friday,29,641,Negative,Macro,False,False,2025,4,April,2,14,3687,2.29,0.4879,5.0387,Average,1.2534,Night
POST_00870,2025-04-05 07:09:00,YouTube,Community Post,Travel,5956,820,216,75180,1438,252639,2.77,7,Saturday,6,835,Negative,Macro,True,False,2025,4,April,2,14,8430,3.2631,1.9127,11.2131,Average,2.6607,Morning
POST_01077,2025-04-05 11:05:00,Twitter,Tweet,Gaming,561,107,406,24533,334,429253,0.25,11,Saturday,20,867,Neutral,Macro,False,False,2025,4,April,2,14,1408,0.4643,1.3614,5.7392,Low,0.6477,Morning
POST_00803,2025-04-05 11:23:00,Facebook,Live,Fashion,2596,260,857,63483,759,112192,3.31,11,Saturday,18,271,Positive,Macro,True,True,2025,4,April,2,14,4472,5.0689,1.1956,7.0444,Good,3.2034,Morning
POST_00724,2025-04-05 16:09:00,LinkedIn,Article,Lifestyle,1618,27,473,16720,85,347820,0.61,16,Saturday,14,1046,Positive,Macro,True,True,2025,4,April,2,14,2203,0.8887,0.5084,13.1758,Low,0.6631,Afternoon
POST_03587,2025-04-05 18:15:00,Facebook,Story,Technology,2469,171,447,61446,157,187237,1.65,18,Saturday,28,1516,Neutral,Macro,False,True,2025,4,April,2,14,3244,2.2175,0.2555,5.2794,Average,1.4019,Evening
POST_04844,2025-04-05 20:37:00,Instagram,Carousel,Gaming,3257,199,50,14419,516,2912,120.4,20,Saturday,26,1110,Neutral,Nano,True,False,2025,4,April,2,14,4022,130.6214,3.5786,27.8938,Viral,88.42,Evening
POST_00670,2025-04-06 03:51:00,Twitter,Retweet,Entertainment,3345,257,1638,36989,492,178656,2.93,3,Sunday,22,1101,Positive,Macro,True,False,2025,4,April,2,14,5732,4.9105,1.3301,15.4965,Average,3.0442,Late Night
POST_04843,2025-04-06 04:40:00,Twitter,Thread,Fitness,3136,124,386,75432,344,139872,2.61,4,Sunday,28,741,Positive,Macro,True,True,2025,4,April,2,14,3990,3.2472,0.456,5.2895,Average,2.155,Late Night
POST_04927,2025-04-06 05:11:00,Facebook,Live,Business,36,122,391,18557,648,339353,0.16,5,Sunday,21,580,Neutral,Macro,True,False,2025,4,April,2,14,1197,0.4282,3.4919,6.4504,Low,1.24,Late Night
POST_03454,2025-04-06 07:23:00,Twitter,Retweet,Lifestyle,1983,57,676,94679,153,151759,1.79,7,Sunday,4,842,Positive,Macro,True,True,2025,4,April,2,14,2869,2.7181,0.1616,3.0302,Average,1.5799,Morning
POST_02027,2025-04-06 10:39:00,LinkedIn,Post,Technology,585,112,240,3715,24,458443,0.2,10,Sunday,1,1940,Positive,Macro,True,False,2025,4,April,2,14,961,0.3335,0.646,25.8681,Low,0.3738,Morning
POST_02978,2025-04-06 13:15:00,Instagram,Photo,Technology,5741,408,23,4979,135,145355,4.25,13,Sunday,23,1226,Positive,Macro,True,True,2025,4,April,2,14,6307,4.5585,2.7114,126.672,Good,3.881,Afternoon
POST_04240,2025-04-06 18:52:00,Twitter,Poll,Food,4669,225,1491,94570,140,177972,3.59,18,Sunday,8,1554,Neutral,Macro,True,False,2025,4,April,2,14,6525,5.3896,0.148,6.8997,Good,3.0973,Evening
POST_01290,2025-04-06 19:03:00,Instagram,Reel,Business,8591,409,176,21521,64,24690,37.16,19,Sunday,13,76,Neutral,Micro,False,False,2025,4,April,2,14,9240,40.2454,0.2974,42.9348,Viral,27.0268,Evening
POST_01990,2025-04-06 20:25:00,LinkedIn,Poll,Sports,1296,37,481,26528,90,230066,0.79,20,Sunday,8,458,Negative,Macro,True,False,2025,4,April,2,14,1904,1.2227,0.3393,7.1773,Low,0.7846,Evening
POST_01589,2025-04-07 02:51:00,Twitter,Tweet,Lifestyle,1576,129,1223,18601,188,192818,1.52,2,Monday,24,58,Negative,Macro,False,False,2025,4,April,2,15,3116,2.854,1.0107,16.7518,Average,1.7674,Late Night
POST_02690,2025-04-07 09:13:00,Twitter,Retweet,Entertainment,1848,194,1940,11269,461,68624,5.8,9,Monday,17,1391,Positive,Mid-tier,True,True,2025,4,April,2,15,4443,11.7392,4.0909,39.4267,Good,7.069,Morning
POST_04039,2025-04-07 20:57:00,LinkedIn,Article,Fitness,1327,143,492,11677,173,169955,1.15,20,Monday,6,805,Positive,Macro,True,False,2025,4,April,2,15,2135,1.8175,1.4815,18.2838,Average,1.4497,Evening
POST_01924,2025-04-08 03:39:00,Twitter,Poll,Gaming,630,208,1548,42876,325,342382,0.7,3,Tuesday,28,1195,Neutral,Macro,True,True,2025,4,April,2,15,2711,1.6619,0.758,6.3229,Low,1.006,Late Night
POST_01899,2025-04-08 04:08:00,Twitter,Retweet,Health,1735,195,200,9177,352,494074,0.43,4,Tuesday,24,1256,Neutral,Macro,False,True,2025,4,April,2,15,2482,0.5515,3.8357,27.0459,Low,1.4882,Late Night
POST_02323,2025-04-08 08:44:00,Facebook,Video,Health,4118,225,874,65979,269,406570,1.28,8,Tuesday,9,127,Neutral,Macro,True,True,2025,4,April,2,15,5486,1.7684,0.4077,8.3148,Average,1.1648,Morning
